DATE,OFFENSE
4/12/16,ASSAULT W/DANGEROUS WEAPON
4/12/16,ROBBERY
4/12/16,ASSAULT W/DANGEROUS WEAPON
4/12/16,ROBBERY
4/12/16,ROBBERY
4/12/16,ASSAULT W/DANGEROUS WEAPON
4/13/16,ROBBERY
4/13/16,ROBBERY
4/13/16,ASSAULT W/DANGEROUS WEAPON
4/13/16,ROBBERY
4/13/16,ROBBERY
4/13/16,ASSAULT W/DANGEROUS WEAPON
4/13/16,ROBBERY
4/13/16,ROBBERY
4/13/16,ROBBERY
4/13/16,ROBBERY
4/13/16,ROBBERY
4/13/16,ROBBERY
4/13/16,ASSAULT W/DANGEROUS WEAPON
4/13/16,ROBBERY
4/13/16,ASSAULT W/DANGEROUS WEAPON
4/13/16,ROBBERY
4/13/16,ASSAULT W/DANGEROUS WEAPON
4/13/16,ROBBERY
4/13/16,ROBBERY
4/13/16,ASSAULT W/DANGEROUS WEAPON
4/14/16,ASSAULT W/DANGEROUS WEAPON
4/14/16,ROBBERY
4/14/16,ASSAULT W/DANGEROUS WEAPON
4/14/16,ROBBERY
4/14/16,ROBBERY
4/14/16,ROBBERY
4/14/16,ASSAULT W/DANGEROUS WEAPON
4/14/16,ROBBERY
4/14/16,ROBBERY
4/14/16,ASSAULT W/DANGEROUS WEAPON
4/14/16,ASSAULT W/DANGEROUS WEAPON
4/14/16,ROBBERY
4/14/16,ROBBERY
4/15/16,ROBBERY
4/15/16,ROBBERY
4/15/16,ROBBERY
4/15/16,ROBBERY
4/15/16,ASSAULT W/DANGEROUS WEAPON
4/15/16,ASSAULT W/DANGEROUS WEAPON
4/15/16,ASSAULT W/DANGEROUS WEAPON
4/15/16,ROBBERY
4/15/16,ASSAULT W/DANGEROUS WEAPON
4/15/16,ASSAULT W/DANGEROUS WEAPON
4/15/16,ROBBERY
4/15/16,ASSAULT W/DANGEROUS WEAPON
4/15/16,ROBBERY
4/15/16,ROBBERY
4/15/16,ROBBERY
4/15/16,ASSAULT W/DANGEROUS WEAPON
4/15/16,ROBBERY
4/15/16,ASSAULT W/DANGEROUS WEAPON
4/16/16,ASSAULT W/DANGEROUS WEAPON
4/16/16,SEX ABUSE
4/16/16,ROBBERY
4/16/16,ROBBERY
4/16/16,ROBBERY
4/16/16,ASSAULT W/DANGEROUS WEAPON
4/16/16,ROBBERY
4/16/16,ROBBERY
4/16/16,ROBBERY
4/16/16,ASSAULT W/DANGEROUS WEAPON
4/16/16,ASSAULT W/DANGEROUS WEAPON
4/16/16,ASSAULT W/DANGEROUS WEAPON
4/16/16,ROBBERY
4/16/16,ASSAULT W/DANGEROUS WEAPON
4/16/16,ASSAULT W/DANGEROUS WEAPON
4/16/16,ASSAULT W/DANGEROUS WEAPON
4/16/16,ROBBERY
4/16/16,ROBBERY
4/16/16,ASSAULT W/DANGEROUS WEAPON
4/16/16,ROBBERY
4/16/16,ROBBERY
4/17/16,ROBBERY
4/17/16,ASSAULT W/DANGEROUS WEAPON
4/17/16,ROBBERY
4/17/16,ASSAULT W/DANGEROUS WEAPON
4/17/16,HOMICIDE
4/17/16,ROBBERY
4/17/16,SEX ABUSE
4/17/16,ROBBERY
4/17/16,ROBBERY
4/17/16,ASSAULT W/DANGEROUS WEAPON
4/17/16,ASSAULT W/DANGEROUS WEAPON
4/17/16,ASSAULT W/DANGEROUS WEAPON
4/17/16,ASSAULT W/DANGEROUS WEAPON
4/17/16,SEX ABUSE
4/18/16,ASSAULT W/DANGEROUS WEAPON
4/18/16,ASSAULT W/DANGEROUS WEAPON
4/18/16,ROBBERY
4/18/16,ASSAULT W/DANGEROUS WEAPON
4/18/16,ROBBERY
4/18/16,ROBBERY
4/18/16,ROBBERY
4/18/16,ROBBERY
4/18/16,ROBBERY
4/18/16,ASSAULT W/DANGEROUS WEAPON
4/18/16,ROBBERY
4/18/16,ROBBERY
4/18/16,ROBBERY
4/18/16,SEX ABUSE
4/19/16,ASSAULT W/DANGEROUS WEAPON
4/19/16,ASSAULT W/DANGEROUS WEAPON
4/19/16,ASSAULT W/DANGEROUS WEAPON
4/19/16,ROBBERY
4/19/16,ASSAULT W/DANGEROUS WEAPON
4/19/16,ROBBERY
4/19/16,ROBBERY
4/19/16,ASSAULT W/DANGEROUS WEAPON
4/19/16,ROBBERY
4/19/16,ROBBERY
4/19/16,ROBBERY
4/19/16,ROBBERY
4/19/16,ROBBERY
4/19/16,ASSAULT W/DANGEROUS WEAPON
4/19/16,ROBBERY
4/19/16,ROBBERY
4/20/16,ASSAULT W/DANGEROUS WEAPON
4/20/16,ROBBERY
4/20/16,ASSAULT W/DANGEROUS WEAPON
4/20/16,ROBBERY
4/20/16,ROBBERY
4/20/16,ROBBERY
4/20/16,ROBBERY
4/20/16,ASSAULT W/DANGEROUS WEAPON
4/20/16,ASSAULT W/DANGEROUS WEAPON
4/20/16,ROBBERY
4/20/16,ASSAULT W/DANGEROUS WEAPON
4/20/16,ROBBERY
4/20/16,ASSAULT W/DANGEROUS WEAPON
4/20/16,ASSAULT W/DANGEROUS WEAPON
4/21/16,ASSAULT W/DANGEROUS WEAPON
4/21/16,ASSAULT W/DANGEROUS WEAPON
4/21/16,ROBBERY
4/21/16,ROBBERY
4/21/16,ROBBERY
4/21/16,ROBBERY
4/21/16,ROBBERY
4/21/16,ASSAULT W/DANGEROUS WEAPON
4/21/16,ASSAULT W/DANGEROUS WEAPON
4/21/16,ROBBERY
4/21/16,ASSAULT W/DANGEROUS WEAPON
4/21/16,ROBBERY
4/21/16,ROBBERY
4/21/16,HOMICIDE
4/21/16,ROBBERY
4/21/16,ROBBERY
4/22/16,ASSAULT W/DANGEROUS WEAPON
4/22/16,ROBBERY
4/22/16,ASSAULT W/DANGEROUS WEAPON
4/22/16,ASSAULT W/DANGEROUS WEAPON
4/22/16,ROBBERY
4/22/16,ASSAULT W/DANGEROUS WEAPON
4/22/16,SEX ABUSE
4/22/16,ROBBERY
4/22/16,HOMICIDE
4/22/16,ASSAULT W/DANGEROUS WEAPON
4/22/16,ASSAULT W/DANGEROUS WEAPON
4/22/16,ASSAULT W/DANGEROUS WEAPON
4/22/16,ASSAULT W/DANGEROUS WEAPON
4/22/16,ROBBERY
4/22/16,ASSAULT W/DANGEROUS WEAPON
4/22/16,ROBBERY
4/22/16,ROBBERY
4/22/16,ROBBERY
4/22/16,ASSAULT W/DANGEROUS WEAPON
4/22/16,SEX ABUSE
4/23/16,ASSAULT W/DANGEROUS WEAPON
4/23/16,ASSAULT W/DANGEROUS WEAPON
4/23/16,ASSAULT W/DANGEROUS WEAPON
4/23/16,ASSAULT W/DANGEROUS WEAPON
4/23/16,ROBBERY
4/23/16,ASSAULT W/DANGEROUS WEAPON
4/23/16,ASSAULT W/DANGEROUS WEAPON
4/23/16,ROBBERY
4/23/16,ROBBERY
4/23/16,ASSAULT W/DANGEROUS WEAPON
4/23/16,ASSAULT W/DANGEROUS WEAPON
4/23/16,ASSAULT W/DANGEROUS WEAPON
4/23/16,ROBBERY
4/23/16,ROBBERY
4/24/16,ROBBERY
4/24/16,ASSAULT W/DANGEROUS WEAPON
4/24/16,ASSAULT W/DANGEROUS WEAPON
4/24/16,ASSAULT W/DANGEROUS WEAPON
4/24/16,SEX ABUSE
4/24/16,ASSAULT W/DANGEROUS WEAPON
4/24/16,ROBBERY
4/24/16,ROBBERY
4/24/16,ASSAULT W/DANGEROUS WEAPON
4/24/16,ASSAULT W/DANGEROUS WEAPON
4/24/16,ASSAULT W/DANGEROUS WEAPON
4/24/16,ROBBERY
4/24/16,ASSAULT W/DANGEROUS WEAPON
4/24/16,HOMICIDE
4/24/16,ROBBERY
4/24/16,ROBBERY
4/24/16,ROBBERY
4/24/16,HOMICIDE
4/24/16,SEX ABUSE
4/24/16,ASSAULT W/DANGEROUS WEAPON
4/25/16,ROBBERY
4/25/16,ROBBERY
4/25/16,ROBBERY
4/25/16,ROBBERY
4/25/16,SEX ABUSE
4/25/16,ROBBERY
4/25/16,ROBBERY
4/25/16,ROBBERY
4/25/16,ROBBERY
4/25/16,ROBBERY
4/26/16,ASSAULT W/DANGEROUS WEAPON
4/26/16,ASSAULT W/DANGEROUS WEAPON
4/26/16,ROBBERY
4/26/16,ASSAULT W/DANGEROUS WEAPON
4/26/16,ASSAULT W/DANGEROUS WEAPON
4/26/16,ROBBERY
4/26/16,ASSAULT W/DANGEROUS WEAPON
4/26/16,ROBBERY
4/26/16,ROBBERY
4/26/16,ROBBERY
4/27/16,ROBBERY
4/27/16,ROBBERY
4/27/16,ROBBERY
4/27/16,ROBBERY
4/27/16,ROBBERY
4/27/16,ROBBERY
4/27/16,ASSAULT W/DANGEROUS WEAPON
4/27/16,ROBBERY
4/27/16,ASSAULT W/DANGEROUS WEAPON
4/27/16,ROBBERY
4/27/16,ROBBERY
4/27/16,ROBBERY
4/27/16,ROBBERY
4/28/16,ASSAULT W/DANGEROUS WEAPON
4/28/16,ASSAULT W/DANGEROUS WEAPON
4/28/16,ROBBERY
4/28/16,ASSAULT W/DANGEROUS WEAPON
4/28/16,ROBBERY
4/28/16,ASSAULT W/DANGEROUS WEAPON
4/28/16,ROBBERY
4/28/16,ROBBERY
4/28/16,ASSAULT W/DANGEROUS WEAPON
4/28/16,ROBBERY
4/28/16,ROBBERY
4/28/16,ROBBERY
4/28/16,ASSAULT W/DANGEROUS WEAPON
4/29/16,ROBBERY
4/29/16,ROBBERY
4/29/16,ROBBERY
4/29/16,ASSAULT W/DANGEROUS WEAPON
4/29/16,ASSAULT W/DANGEROUS WEAPON
4/29/16,ROBBERY
4/29/16,ASSAULT W/DANGEROUS WEAPON
4/29/16,ROBBERY
4/29/16,ROBBERY
4/29/16,SEX ABUSE
4/29/16,ASSAULT W/DANGEROUS WEAPON
4/29/16,SEX ABUSE
4/29/16,ROBBERY
4/29/16,ROBBERY
4/30/16,ROBBERY
4/30/16,ROBBERY
4/30/16,HOMICIDE
4/30/16,ASSAULT W/DANGEROUS WEAPON
4/30/16,ASSAULT W/DANGEROUS WEAPON
4/30/16,ROBBERY
4/30/16,ASSAULT W/DANGEROUS WEAPON
4/30/16,ASSAULT W/DANGEROUS WEAPON
4/30/16,ASSAULT W/DANGEROUS WEAPON
4/30/16,ASSAULT W/DANGEROUS WEAPON
4/30/16,ASSAULT W/DANGEROUS WEAPON
4/30/16,ASSAULT W/DANGEROUS WEAPON
4/30/16,ASSAULT W/DANGEROUS WEAPON
4/30/16,ASSAULT W/DANGEROUS WEAPON
5/1/16,ROBBERY
5/1/16,ASSAULT W/DANGEROUS WEAPON
5/1/16,ASSAULT W/DANGEROUS WEAPON
5/1/16,ROBBERY
5/1/16,ASSAULT W/DANGEROUS WEAPON
5/1/16,ASSAULT W/DANGEROUS WEAPON
5/1/16,ASSAULT W/DANGEROUS WEAPON
5/1/16,ROBBERY
5/1/16,ROBBERY
5/1/16,ASSAULT W/DANGEROUS WEAPON
5/1/16,ROBBERY
5/1/16,ROBBERY
5/1/16,ASSAULT W/DANGEROUS WEAPON
5/2/16,ROBBERY
5/2/16,ROBBERY
5/2/16,ROBBERY
5/2/16,ROBBERY
5/2/16,ROBBERY
5/2/16,ROBBERY
5/2/16,ASSAULT W/DANGEROUS WEAPON
5/2/16,ASSAULT W/DANGEROUS WEAPON
5/2/16,ASSAULT W/DANGEROUS WEAPON
5/2/16,ASSAULT W/DANGEROUS WEAPON
5/2/16,ROBBERY
5/2/16,ASSAULT W/DANGEROUS WEAPON
5/2/16,ROBBERY
5/2/16,ASSAULT W/DANGEROUS WEAPON
5/2/16,ASSAULT W/DANGEROUS WEAPON
5/2/16,ROBBERY
5/2/16,ASSAULT W/DANGEROUS WEAPON
5/2/16,ROBBERY
5/2/16,ASSAULT W/DANGEROUS WEAPON
5/3/16,ROBBERY
5/3/16,ROBBERY
5/3/16,ROBBERY
5/3/16,ROBBERY
5/3/16,ROBBERY
5/3/16,ROBBERY
5/3/16,HOMICIDE
5/3/16,ROBBERY
5/3/16,ROBBERY
5/3/16,HOMICIDE
5/3/16,ROBBERY
5/3/16,ROBBERY
5/3/16,ASSAULT W/DANGEROUS WEAPON
5/3/16,ASSAULT W/DANGEROUS WEAPON
5/3/16,ROBBERY
5/4/16,ROBBERY
5/4/16,ROBBERY
5/4/16,ASSAULT W/DANGEROUS WEAPON
5/4/16,ASSAULT W/DANGEROUS WEAPON
5/4/16,ROBBERY
5/4/16,ASSAULT W/DANGEROUS WEAPON
5/4/16,ROBBERY
5/4/16,ROBBERY
5/4/16,ASSAULT W/DANGEROUS WEAPON
5/4/16,ASSAULT W/DANGEROUS WEAPON
5/4/16,ROBBERY
5/4/16,ASSAULT W/DANGEROUS WEAPON
5/4/16,SEX ABUSE
5/4/16,ASSAULT W/DANGEROUS WEAPON
5/4/16,ASSAULT W/DANGEROUS WEAPON
5/4/16,ASSAULT W/DANGEROUS WEAPON
5/5/16,ASSAULT W/DANGEROUS WEAPON
5/5/16,ROBBERY
5/5/16,ASSAULT W/DANGEROUS WEAPON
5/5/16,ASSAULT W/DANGEROUS WEAPON
5/5/16,ROBBERY
5/5/16,ASSAULT W/DANGEROUS WEAPON
5/5/16,ROBBERY
5/5/16,ROBBERY
5/6/16,ASSAULT W/DANGEROUS WEAPON
5/6/16,ROBBERY
5/6/16,ROBBERY
5/6/16,ROBBERY
5/6/16,ROBBERY
5/6/16,ROBBERY
5/6/16,ROBBERY
5/6/16,ROBBERY
5/6/16,ROBBERY
5/6/16,ROBBERY
5/6/16,ASSAULT W/DANGEROUS WEAPON
5/6/16,ASSAULT W/DANGEROUS WEAPON
5/6/16,ASSAULT W/DANGEROUS WEAPON
5/6/16,ROBBERY
5/6/16,ROBBERY
5/6/16,ROBBERY
5/6/16,ROBBERY
5/6/16,ROBBERY
5/6/16,ROBBERY
5/6/16,ASSAULT W/DANGEROUS WEAPON
5/6/16,ROBBERY
5/6/16,ROBBERY
5/6/16,ASSAULT W/DANGEROUS WEAPON
5/6/16,ASSAULT W/DANGEROUS WEAPON
5/6/16,ASSAULT W/DANGEROUS WEAPON
5/6/16,ROBBERY
5/6/16,ROBBERY
5/6/16,ROBBERY
5/7/16,ASSAULT W/DANGEROUS WEAPON
5/7/16,ROBBERY
5/7/16,ROBBERY
5/7/16,ASSAULT W/DANGEROUS WEAPON
5/7/16,ROBBERY
5/7/16,ASSAULT W/DANGEROUS WEAPON
5/7/16,ASSAULT W/DANGEROUS WEAPON
5/7/16,ASSAULT W/DANGEROUS WEAPON
5/7/16,ROBBERY
5/7/16,SEX ABUSE
5/7/16,ROBBERY
5/7/16,ROBBERY
5/7/16,ROBBERY
5/7/16,ASSAULT W/DANGEROUS WEAPON
5/7/16,ASSAULT W/DANGEROUS WEAPON
5/7/16,ASSAULT W/DANGEROUS WEAPON
5/8/16,ASSAULT W/DANGEROUS WEAPON
5/8/16,ASSAULT W/DANGEROUS WEAPON
5/8/16,SEX ABUSE
5/8/16,ROBBERY
5/8/16,ASSAULT W/DANGEROUS WEAPON
5/8/16,ASSAULT W/DANGEROUS WEAPON
5/8/16,ROBBERY
5/8/16,ASSAULT W/DANGEROUS WEAPON
5/8/16,ROBBERY
5/8/16,ROBBERY
5/8/16,ROBBERY
5/8/16,SEX ABUSE
5/8/16,HOMICIDE
5/8/16,ASSAULT W/DANGEROUS WEAPON
5/8/16,ASSAULT W/DANGEROUS WEAPON
5/8/16,ASSAULT W/DANGEROUS WEAPON
5/8/16,ASSAULT W/DANGEROUS WEAPON
5/8/16,ASSAULT W/DANGEROUS WEAPON
5/8/16,ROBBERY
5/8/16,ROBBERY
5/8/16,ROBBERY
5/8/16,ROBBERY
5/8/16,HOMICIDE
5/8/16,HOMICIDE
5/8/16,ASSAULT W/DANGEROUS WEAPON
5/8/16,ROBBERY
5/8/16,ROBBERY
5/8/16,ROBBERY
5/8/16,ASSAULT W/DANGEROUS WEAPON
5/8/16,ROBBERY
5/9/16,ASSAULT W/DANGEROUS WEAPON
5/9/16,ROBBERY
5/9/16,ROBBERY
5/9/16,ASSAULT W/DANGEROUS WEAPON
5/9/16,ASSAULT W/DANGEROUS WEAPON
5/9/16,ROBBERY
5/9/16,ROBBERY
5/9/16,ROBBERY
5/9/16,ASSAULT W/DANGEROUS WEAPON
5/9/16,ROBBERY
5/9/16,ROBBERY
5/9/16,ROBBERY
5/9/16,ASSAULT W/DANGEROUS WEAPON
5/9/16,ROBBERY
5/9/16,ROBBERY
5/9/16,ASSAULT W/DANGEROUS WEAPON
5/9/16,ROBBERY
5/9/16,SEX ABUSE
5/9/16,ROBBERY
5/9/16,ROBBERY
5/9/16,ASSAULT W/DANGEROUS WEAPON
5/9/16,ASSAULT W/DANGEROUS WEAPON
5/9/16,ASSAULT W/DANGEROUS WEAPON
5/9/16,ROBBERY
5/9/16,ASSAULT W/DANGEROUS WEAPON
5/9/16,ROBBERY
5/10/16,ASSAULT W/DANGEROUS WEAPON
5/10/16,ROBBERY
5/10/16,ASSAULT W/DANGEROUS WEAPON
5/10/16,ASSAULT W/DANGEROUS WEAPON
5/10/16,ROBBERY
5/10/16,ROBBERY
5/10/16,ROBBERY
5/10/16,ASSAULT W/DANGEROUS WEAPON
5/11/16,ASSAULT W/DANGEROUS WEAPON
5/11/16,HOMICIDE
5/11/16,ROBBERY
5/11/16,ROBBERY
5/11/16,ROBBERY
5/11/16,ROBBERY
5/11/16,ASSAULT W/DANGEROUS WEAPON
5/11/16,ASSAULT W/DANGEROUS WEAPON
5/11/16,ASSAULT W/DANGEROUS WEAPON
5/11/16,SEX ABUSE
5/11/16,ASSAULT W/DANGEROUS WEAPON
5/12/16,ASSAULT W/DANGEROUS WEAPON
5/12/16,ASSAULT W/DANGEROUS WEAPON
5/12/16,ASSAULT W/DANGEROUS WEAPON
5/12/16,ASSAULT W/DANGEROUS WEAPON
5/12/16,ROBBERY
5/12/16,ROBBERY
5/12/16,ASSAULT W/DANGEROUS WEAPON
5/12/16,ASSAULT W/DANGEROUS WEAPON
5/12/16,ASSAULT W/DANGEROUS WEAPON
5/12/16,ROBBERY
5/12/16,ROBBERY
5/13/16,ASSAULT W/DANGEROUS WEAPON
5/13/16,ASSAULT W/DANGEROUS WEAPON
5/13/16,ROBBERY
5/13/16,ROBBERY
5/13/16,ROBBERY
5/13/16,ASSAULT W/DANGEROUS WEAPON
5/13/16,ROBBERY
5/13/16,ASSAULT W/DANGEROUS WEAPON
5/13/16,ROBBERY
5/13/16,ROBBERY
5/13/16,ROBBERY
5/13/16,ROBBERY
5/13/16,ROBBERY
5/13/16,ASSAULT W/DANGEROUS WEAPON
5/13/16,ROBBERY
5/14/16,ASSAULT W/DANGEROUS WEAPON
5/14/16,ROBBERY
5/14/16,ASSAULT W/DANGEROUS WEAPON
5/14/16,ASSAULT W/DANGEROUS WEAPON
5/14/16,ROBBERY
5/14/16,ROBBERY
5/14/16,ROBBERY
5/14/16,ROBBERY
5/14/16,ROBBERY
5/14/16,ASSAULT W/DANGEROUS WEAPON
5/14/16,ROBBERY
5/14/16,ASSAULT W/DANGEROUS WEAPON
5/14/16,ASSAULT W/DANGEROUS WEAPON
5/14/16,ASSAULT W/DANGEROUS WEAPON
5/14/16,ASSAULT W/DANGEROUS WEAPON
5/14/16,ASSAULT W/DANGEROUS WEAPON
5/14/16,ASSAULT W/DANGEROUS WEAPON
5/14/16,ROBBERY
5/14/16,ROBBERY
5/14/16,ROBBERY
5/14/16,ROBBERY
5/15/16,ASSAULT W/DANGEROUS WEAPON
5/15/16,ASSAULT W/DANGEROUS WEAPON
5/15/16,ASSAULT W/DANGEROUS WEAPON
5/15/16,ROBBERY
5/15/16,ASSAULT W/DANGEROUS WEAPON
5/15/16,ROBBERY
5/15/16,ASSAULT W/DANGEROUS WEAPON
5/15/16,ASSAULT W/DANGEROUS WEAPON
5/15/16,ROBBERY
5/15/16,ASSAULT W/DANGEROUS WEAPON
5/15/16,ASSAULT W/DANGEROUS WEAPON
5/15/16,ASSAULT W/DANGEROUS WEAPON
5/15/16,ROBBERY
5/16/16,ROBBERY
5/16/16,ROBBERY
5/16/16,ROBBERY
5/16/16,ASSAULT W/DANGEROUS WEAPON
5/16/16,ASSAULT W/DANGEROUS WEAPON
5/16/16,ROBBERY
5/16/16,HOMICIDE
5/16/16,ROBBERY
5/16/16,ROBBERY
5/16/16,ASSAULT W/DANGEROUS WEAPON
5/16/16,ROBBERY
5/16/16,ASSAULT W/DANGEROUS WEAPON
5/16/16,ROBBERY
5/16/16,ROBBERY
5/16/16,ASSAULT W/DANGEROUS WEAPON
5/16/16,ROBBERY
5/16/16,HOMICIDE
5/16/16,ASSAULT W/DANGEROUS WEAPON
5/16/16,ASSAULT W/DANGEROUS WEAPON
5/16/16,ROBBERY
5/17/16,ROBBERY
5/17/16,ROBBERY
5/17/16,ASSAULT W/DANGEROUS WEAPON
5/17/16,ASSAULT W/DANGEROUS WEAPON
5/17/16,ROBBERY
5/17/16,ASSAULT W/DANGEROUS WEAPON
5/17/16,ROBBERY
5/17/16,ASSAULT W/DANGEROUS WEAPON
5/17/16,ASSAULT W/DANGEROUS WEAPON
5/17/16,ASSAULT W/DANGEROUS WEAPON
5/17/16,ASSAULT W/DANGEROUS WEAPON
5/17/16,ROBBERY
5/17/16,ROBBERY
5/18/16,ASSAULT W/DANGEROUS WEAPON
5/18/16,SEX ABUSE
5/18/16,ROBBERY
5/18/16,ASSAULT W/DANGEROUS WEAPON
5/18/16,ROBBERY
5/18/16,ROBBERY
5/18/16,ROBBERY
5/18/16,ROBBERY
5/18/16,HOMICIDE
5/18/16,ROBBERY
5/18/16,ASSAULT W/DANGEROUS WEAPON
5/18/16,ROBBERY
5/18/16,ROBBERY
5/18/16,ASSAULT W/DANGEROUS WEAPON
5/18/16,ROBBERY
5/19/16,HOMICIDE
5/19/16,ROBBERY
5/19/16,ASSAULT W/DANGEROUS WEAPON
5/19/16,ASSAULT W/DANGEROUS WEAPON
5/19/16,ASSAULT W/DANGEROUS WEAPON
5/19/16,ASSAULT W/DANGEROUS WEAPON
5/19/16,ROBBERY
5/19/16,ROBBERY
5/19/16,ROBBERY
5/19/16,ASSAULT W/DANGEROUS WEAPON
5/19/16,ASSAULT W/DANGEROUS WEAPON
5/19/16,ROBBERY
5/19/16,ROBBERY
5/19/16,ROBBERY
5/19/16,ASSAULT W/DANGEROUS WEAPON
5/20/16,ROBBERY
5/20/16,ROBBERY
5/20/16,ROBBERY
5/20/16,ROBBERY
5/20/16,ASSAULT W/DANGEROUS WEAPON
5/20/16,ROBBERY
5/20/16,ROBBERY
5/20/16,ASSAULT W/DANGEROUS WEAPON
5/20/16,ROBBERY
5/20/16,ROBBERY
5/20/16,ROBBERY
5/20/16,ROBBERY
5/20/16,ROBBERY
5/20/16,ASSAULT W/DANGEROUS WEAPON
5/20/16,ASSAULT W/DANGEROUS WEAPON
5/20/16,ASSAULT W/DANGEROUS WEAPON
5/20/16,ROBBERY
5/20/16,SEX ABUSE
5/20/16,ROBBERY
5/21/16,ASSAULT W/DANGEROUS WEAPON
5/21/16,ROBBERY
5/21/16,ROBBERY
5/21/16,ROBBERY
5/21/16,ROBBERY
5/21/16,ROBBERY
5/21/16,ASSAULT W/DANGEROUS WEAPON
5/21/16,ROBBERY
5/21/16,ASSAULT W/DANGEROUS WEAPON
5/21/16,ROBBERY
5/21/16,ASSAULT W/DANGEROUS WEAPON
5/21/16,ROBBERY
5/22/16,ASSAULT W/DANGEROUS WEAPON
5/22/16,ASSAULT W/DANGEROUS WEAPON
5/22/16,ASSAULT W/DANGEROUS WEAPON
5/22/16,ASSAULT W/DANGEROUS WEAPON
5/22/16,ROBBERY
5/22/16,ASSAULT W/DANGEROUS WEAPON
5/22/16,ASSAULT W/DANGEROUS WEAPON
5/22/16,ASSAULT W/DANGEROUS WEAPON
5/22/16,ASSAULT W/DANGEROUS WEAPON
5/22/16,ASSAULT W/DANGEROUS WEAPON
5/22/16,ROBBERY
5/22/16,ASSAULT W/DANGEROUS WEAPON
5/23/16,ASSAULT W/DANGEROUS WEAPON
5/23/16,ASSAULT W/DANGEROUS WEAPON
5/23/16,ROBBERY
5/23/16,ASSAULT W/DANGEROUS WEAPON
5/23/16,ASSAULT W/DANGEROUS WEAPON
5/23/16,ASSAULT W/DANGEROUS WEAPON
5/23/16,ROBBERY
5/23/16,ASSAULT W/DANGEROUS WEAPON
5/23/16,ASSAULT W/DANGEROUS WEAPON
5/23/16,SEX ABUSE
5/24/16,SEX ABUSE
5/24/16,ROBBERY
5/24/16,ROBBERY
5/24/16,ROBBERY
5/24/16,ROBBERY
5/24/16,ROBBERY
5/24/16,ASSAULT W/DANGEROUS WEAPON
5/24/16,ROBBERY
5/24/16,ROBBERY
5/24/16,ROBBERY
5/24/16,ROBBERY
5/24/16,ASSAULT W/DANGEROUS WEAPON
5/24/16,ROBBERY
5/24/16,ASSAULT W/DANGEROUS WEAPON
5/24/16,ROBBERY
5/24/16,ASSAULT W/DANGEROUS WEAPON
5/24/16,ROBBERY
5/24/16,ROBBERY
5/24/16,ROBBERY
5/25/16,ROBBERY
5/25/16,ROBBERY
5/25/16,ROBBERY
5/25/16,ROBBERY
5/25/16,ASSAULT W/DANGEROUS WEAPON
5/25/16,ASSAULT W/DANGEROUS WEAPON
5/25/16,ROBBERY
5/25/16,ROBBERY
5/25/16,ROBBERY
5/25/16,ROBBERY
5/25/16,ASSAULT W/DANGEROUS WEAPON
5/25/16,ROBBERY
5/25/16,ROBBERY
5/25/16,ASSAULT W/DANGEROUS WEAPON
5/25/16,ROBBERY
5/25/16,SEX ABUSE
5/26/16,ASSAULT W/DANGEROUS WEAPON
5/26/16,ROBBERY
5/26/16,ASSAULT W/DANGEROUS WEAPON
5/26/16,ASSAULT W/DANGEROUS WEAPON
5/26/16,ASSAULT W/DANGEROUS WEAPON
5/26/16,ROBBERY
5/26/16,ASSAULT W/DANGEROUS WEAPON
5/26/16,ROBBERY
5/26/16,ROBBERY
5/26/16,ROBBERY
5/26/16,ASSAULT W/DANGEROUS WEAPON
5/26/16,ASSAULT W/DANGEROUS WEAPON
5/26/16,ROBBERY
5/27/16,ASSAULT W/DANGEROUS WEAPON
5/27/16,ASSAULT W/DANGEROUS WEAPON
5/27/16,SEX ABUSE
5/27/16,ROBBERY
5/27/16,ROBBERY
5/27/16,ASSAULT W/DANGEROUS WEAPON
5/27/16,ASSAULT W/DANGEROUS WEAPON
5/27/16,ASSAULT W/DANGEROUS WEAPON
5/27/16,ASSAULT W/DANGEROUS WEAPON
5/27/16,ASSAULT W/DANGEROUS WEAPON
5/27/16,ASSAULT W/DANGEROUS WEAPON
5/27/16,ASSAULT W/DANGEROUS WEAPON
5/27/16,ROBBERY
5/27/16,ASSAULT W/DANGEROUS WEAPON
5/27/16,SEX ABUSE
5/27/16,SEX ABUSE
5/27/16,ROBBERY
5/27/16,ASSAULT W/DANGEROUS WEAPON
5/27/16,ROBBERY
5/28/16,ASSAULT W/DANGEROUS WEAPON
5/28/16,ASSAULT W/DANGEROUS WEAPON
5/28/16,ASSAULT W/DANGEROUS WEAPON
5/28/16,ROBBERY
5/28/16,ASSAULT W/DANGEROUS WEAPON
5/28/16,ASSAULT W/DANGEROUS WEAPON
5/28/16,ROBBERY
5/28/16,ROBBERY
5/28/16,ASSAULT W/DANGEROUS WEAPON
5/28/16,ASSAULT W/DANGEROUS WEAPON
5/28/16,ROBBERY
5/28/16,ROBBERY
5/28/16,ROBBERY
5/28/16,ASSAULT W/DANGEROUS WEAPON
5/28/16,ROBBERY
5/28/16,ASSAULT W/DANGEROUS WEAPON
5/28/16,ASSAULT W/DANGEROUS WEAPON
5/29/16,ROBBERY
5/29/16,ROBBERY
5/29/16,ROBBERY
5/29/16,HOMICIDE
5/29/16,ASSAULT W/DANGEROUS WEAPON
5/29/16,ROBBERY
